4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1589(WarningMessage)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 random.py:663(SystemRandom)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        6    0.000    0.000    0.000    0.000 core.py:875(__init__)
        3    0.000    0.000    0.000    0.000 core.py:896(__init__)
        1    0.000    0.000    0.000    0.000 core.py:7960(_convert2ma)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:929(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1497(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 __init__.py:38(ZoneInfoFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:311(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:579(_StreamProxy)
        1    0.000    0.000    0.000    0.000 config.py:175(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:374(option_context)
        1    0.000    0.000    0.000    0.000 workbook.py:1656(WorksheetMeta)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:126(SharedStringTable)
        1    0.000    0.000    0.000    0.000 chart_area.py:11(ChartArea)
        1    0.000    0.000    0.000    0.000 algorithms.py:1078(SelectNFrame)
        3    0.000    0.000    0.000    0.000 api.py:68(outer)
        1    0.000    0.000    0.000    0.000 base.py:138(NoNewAttributesMixin)
        4    0.000    0.000    0.000    0.000 missing.py:449(_interp_wrapper)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:522(NetBSDCPUInfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 expressions.py:50(Expression)
        4    0.000    0.000    0.000    0.000 expressions.py:239(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 __init__.py:988(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2879(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:593(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2797(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3023(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3110(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3777(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4294(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.000    0.000 utils.py:136(CacheDict)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        4    0.000    0.000    0.000    0.000 interval.py:1000(_setop)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:524(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:924(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1103(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1258(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1317(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2113(BYearBegin)
        1    0.000    0.000    0.000    0.000 indexing.py:1770(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:1631(ComplexBlock)
        1    0.000    0.000    0.000    0.000 format.py:96(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:282(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:1974(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2000(IntervalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2173(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 common.py:80(BaseIterator)
        1    0.000    0.000    0.000    0.000 common.py:456(UTF8Recoder)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 _error.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 accessors.py:87(Properties)
        1    0.000    0.000    0.000    0.000 window.py:1532(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 _converter.py:103(TimeFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:256(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1328(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:66(converter)
        1    0.000    0.000    0.000    0.000 __init__.py:492(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:696(Sorter)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Xlator)
        1    0.000    0.000    0.000    0.000 __init__.py:1937(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2501(_FuncInfo)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_float_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:289(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:314(validate_nseq_int)
        2    0.000    0.000    0.000    0.000 rcsetup.py:553(validate_corner_mask)
        2    0.000    0.000    0.000    0.000 rcsetup.py:629(validate_sketch)
        2    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2361(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2482(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2584(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.000    0.000 colors.py:1169(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1244(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:292(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:675(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1184(YearLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1289(_genitem)
        1    0.000    0.000    0.000    0.000 ticker.py:1517(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1546(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1612(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1692(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1733(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2225(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2395(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2498(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2623(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2663(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2724(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 _core.py:802(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _core.py:866(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1401(PiePlot)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        3    0.000    0.000    0.000    0.000 util.py:68(_compose2)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 engines.py:132(PythonEngine)
        1    0.000    0.000    0.000    0.000 panel.py:1574(WidePanel)
        1    0.000    0.000    0.000    0.000 sorting.py:261(_KeyMapper)
        1    0.000    0.000    0.000    0.000 resample.py:918(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:930(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:954(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 parsers.py:3208(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 excel.py:1328(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 pytables.py:1357(TableIterator)
        3    0.000    0.000    0.000    0.000 pytables.py:1511(set_pos)
        1    0.000    0.000    0.000    0.000 pytables.py:2922(PanelFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:58(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:298(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 json.py:118(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 json.py:603(FrameParser)
        1    0.000    0.000    0.000    0.000 packers.py:712(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:728(Unpacker)
        1    0.000    0.000    0.000    0.000 config.py:744(OptionGroup)
        1    0.000    0.000    0.000    0.000 config.py:865(__init__)
        1    0.000    0.000    0.000    0.000 config.py:862(CmdOptions)
        1    0.000    0.000    0.000    0.000 compat.py:297(CaptureIO)
        2    0.000    0.000    0.000    0.000 pluggy.py:86(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:257(_CallOutcome)
        1    0.000    0.000    0.000    0.000 pluggy.py:583(_MultiCall)
        1    0.000    0.000    0.000    0.000 pluggy.py:682(__init__)
        4    0.000    0.000    0.000    0.000 fixtures.py:48(scopeproperty)
        1    0.000    0.000    0.000    0.000 code.py:658(ReprEntryNative)
        1    0.000    0.000    0.000    0.000 outcomes.py:10(OutcomeException)
        1    0.000    0.000    0.000    0.000 bdb.py:644(Tdb)
        1    0.000    0.000    0.000    0.000 code.py:163(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 recwarn.py:55(_DeprecatedCallContext)
        1    0.000    0.000    0.000    0.000 mark.py:246(MarkGenerator)
        1    0.000    0.000    0.000    0.000 main.py:240(NodeKeywords)
        1    0.000    0.000    0.000    0.000 runner.py:319(TestReport)
        1    0.000    0.000    0.000    0.000 python.py:381(Module)
        1    0.000    0.000    0.000    0.000 python.py:523(FunctionMixin)
        1    0.000    0.000    0.000    0.000 python_api.py:127(ApproxSequence)
        1    0.000    0.000    0.000    0.000 unittest.py:26(UnitTestCase)
        1    0.000    0.000    0.000    0.000 capture.py:330(NoCapture)
        1    0.000    0.000    0.000    0.000 capture.py:410(SysCapture)
        1    0.000    0.000    0.000    0.000 helpconfig.py:12(HelpAction)
       11    0.000    0.000    0.000    0.000 _xmlgen.py:10(u)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:236(_escape)
        1    0.000    0.000    0.000    0.000 testing.py:2660(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2796(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 _internal.py:674(AxisError)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:207(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:211(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:380(WinDLL)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:711(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:789(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:837(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:847(StructureFormat)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1580(__init__)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 utils.py:41(KnownFailureException)
        1    0.000    0.000    0.000    0.000 utils.py:1849(IgnoreException)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:356(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(CClass)
        2    0.000    0.000    0.000    0.000 index_tricks.py:658(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:614(IndexExpression)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 core.py:93(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:826(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:869(_DomainSafeDivide)
        2    0.000    0.000    0.000    0.000 core.py:912(__init__)
        1    0.000    0.000    0.000    0.000 core.py:922(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1153(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 __init__.py:292(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 __init__.py:406(is_platform_windows)
        1    0.000    0.000    0.000    0.000 inspect.py:877(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2377(_empty)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 win.py:190(tzwin)
        1    0.000    0.000    0.000    0.000 win.py:237(tzwinlocal)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 tarfile.py:713(ExFileObject)
        5    0.000    0.000    0.000    0.000 config.py:741(is_type_factory)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 algorithms.py:1020(SelectNSeries)
        1    0.000    0.000    0.000    0.000 dtypes.py:103(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:272(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 common.py:88(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 __init__.py:14(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:51(ParserWarning)
        1    0.000    0.000    0.000    0.000 base.py:252(GroupByError)
        1    0.000    0.000    0.000    0.000 _decorators.py:156(Appender)
        1    0.000    0.000    0.000    0.000 nanops.py:75(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
        1    0.000    0.000    0.000    0.000 groupby.py:4378(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 __config__.py:6(get_info)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:698(_is_AMD)
        1    0.000    0.000    0.000    0.000 expressions.py:483(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:526(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:535(FuncNode)
        1    0.000    0.000    0.000    0.000 __init__.py:95(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:200(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:204(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:1020(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1185(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1898(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1923(EggMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:1988(find_nothing)
        4    0.000    0.000    0.000    0.000 __init__.py:2555(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:2965(RequirementParseError)
        1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        2    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        2    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        2    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1452(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2331(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2486(CaselessKeyword)
